split,class,path,ok,error
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020024.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015433.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018308.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020360.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018975.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016890.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021485.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023206.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000019262.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024327.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_ffpp_original_000025020.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000022972.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014434.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_ffpp_original_000025248.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023392.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000019211.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_ffpp_original_000025174.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016003.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016506.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018639.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016197.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016059.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023370.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016852.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018768.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018922.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024215.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017756.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000019923.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017641.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024697.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018631.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000022586.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000022310.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018420.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015138.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015818.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024698.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021245.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018839.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015028.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014364.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000019770.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016449.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024744.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018597.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016953.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021545.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023344.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021313.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023495.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014464.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016138.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015538.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016748.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023244.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014896.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020355.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023849.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023358.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016732.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021347.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016394.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014991.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000019356.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020280.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014959.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020168.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017747.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_ffpp_original_000025480.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018394.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_ffpp_original_000025233.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000015990.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020100.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000023479.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000020964.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000024474.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016838.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000018184.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000016968.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017206.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000021061.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000014712.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_cdfv2_real_000017244.jpg,1,
test,real,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\real\test_real_dri_real_000019748.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000012819.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006746.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013144.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010976.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000014157.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000012044.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013284.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004066.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004372.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000002609.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000012901.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000011490.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001772.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006268.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000014290.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000635.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000014068.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007712.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003645.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003270.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013379.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007542.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005729.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000005001.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013444.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013031.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000014276.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003729.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003653.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000388.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010814.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003165.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006529.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005379.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004565.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000014162.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001138.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceshifter_000012671.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004574.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005754.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000010511.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008347.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006549.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000011134.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000013823.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008786.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005426.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000453.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001890.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004280.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000002926.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000009513.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004350.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000627.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001777.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000009775.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007120.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005664.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000011937.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000012885.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005140.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007150.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000009933.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008380.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001895.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006312.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000009447.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003115.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004174.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000728.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000011613.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007145.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000000028.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008519.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceswap_000013214.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008822.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000011254.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000011788.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceshifter_000012157.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_faceshifter_000012076.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010988.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000003229.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005968.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000007067.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000001147.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010883.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005410.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000010210.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005144.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010869.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_neuraltextures_000013894.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000002042.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_face2face_000011793.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_cdfv2_fake_000004921.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000008309.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005068.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_ffpp_deepfakes_000010927.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006692.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000005345.jpg,1,
test,fake,d:\deepfake_noise_wavelet_ml\data\raw\deepfake_merged_dataset\test\fake\test_fake_dri_fake_000006593.jpg,1,
